date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
4/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Biothérapie;Chambre;Cadre de santé-cadre administratif;Majeure
4/9/2009;D - Vigilances;matériovigilance;A;Biothérapie;Chambre;Cadre de santé-cadre administratif;Majeure
3/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Chirurgie cardiaque pédiatrique;Chambre;Cadre de santé-cadre administratif;Majeure
4/9/2009;C - Vie hospitalière;restauration;M;Gastroentérologie & nutrition pédiatriques;Office alimentaire;Aide-soignant-ASH;Mineure
5/9/2009;B - Organisation des soins - Relations avec le patient;fugue ou patient égaré;A;Infectiologie;Chambre;Cadre de santé-cadre administratif;Modérée
5/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Cardiologie Pédiatrique;Tout le service;Aide-soignant-ASH;Mineure
7/9/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Cardiologie Pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
7/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Cardiologie Pédiatrique;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
7/9/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Pneumologie - Allergologie pédiatrique;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
7/9/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;R;Anesthésie-Réanimation;Autre lieu commun;Cadre de santé-cadre administratif;Majeure
8/9/2009;C - Vie hospitalière;autre (à préciser);P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Tout le service;Cadre de santé-cadre administratif;Modérée
8/9/2009;A - Activités médicales et de soins;dossier médical et de soins;P;Pneumologie - Allergologie pédiatrique;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Mineure
7/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Chambre;Aide-soignant-ASH;Mineure
8/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Modérée
10/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Biothérapie;Office alimentaire;Technicien-manipulateur-préparateur;Majeure
10/9/2009;C - Vie hospitalière;Incidents liés aux chantiers;Z;Direction de la logistique et des achats;Parking - cour - jardin;Cadre de santé-cadre administratif;Catastrophique
8/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Néphrologie adulte;Parking - cour - jardin;Infirmier-infirmier spécialisé-puéricultrice;Majeure
11/9/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Chirurgie viscérale;Salle d'opération/salle de réveil;Médecin;Modérée
11/9/2009;C - Vie hospitalière;panne ou perte de matériel;B;Anatomie & cytologie pathologiques;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
11/9/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;M;Chirurgie orthopédique pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
9/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Chirurgie cardiaque pédiatrique;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Modérée
1/9/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Chirurgie cardiaque pédiatrique;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Mineure
12/9/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;A;Hématologie clinique adultes;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Majeure
12/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Bloc opératoire du pôle;Chambre;Cadre de santé-cadre administratif;Majeure
13/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;B;Chambre mortuaire;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
14/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Transplantation & Réanimation adultes;Chambre;Cadre de santé-cadre administratif;Majeure
14/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;R;CUDR;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
14/9/2009;B - Organisation des soins - Relations avec le patient;erreur d'identification;Z;Direction des finances et de la recherche;Consultations - radio - salle d'examens;Personnel administratif;Majeure
14/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Neuro-chirurgie;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
14/9/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Pédiatrie Générale;Chambre;Aide-soignant-ASH;Modérée
14/9/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Mineure
15/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Ophtalmologie;Toilettes/douche destinés aux patients;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Cadre de santé-cadre administratif;Modérée
15/9/2009;C - Vie hospitalière;autre (à préciser);M;Néphrologie pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Majeure
16/9/2009;C - Vie hospitalière;Incidents liés aux chantiers;P;Activité pédiatrique ambulatoire;Chambre;Cadre de santé-cadre administratif;Catastrophique
16/9/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;R;Anesthésie-Réanimation;Tout le service;Cadre de santé-cadre administratif;Majeure
16/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Chirurgie cardiaque pédiatrique;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
17/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
17/9/2009;C - Vie hospitalière;autre (à préciser);M;Néphrologie pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Catastrophique
14/9/2009;A - Activités médicales et de soins;autre (à préciser);A;Urologie;Tout le service;Cadre de santé-cadre administratif;Majeure
17/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Transplantation & Réanimation adultes;Tout le service;Cadre de santé-cadre administratif;Catastrophique
16/9/2009;A - Activités médicales et de soins;autre (à préciser);M;Chirurgie orthopédique pédiatrique;Poste de soins;Cadre de santé-cadre administratif;Modérée
17/9/2009;A - Activités médicales et de soins;complication liée aux soins;P;Pédiatrie Générale;Chambre;Cadre de santé-cadre administratif;Modérée
18/9/2009;A - Activités médicales et de soins;autre (à préciser);Q;Chirurgie cardiaque pédiatrique;Poste de soins;Cadre de santé-cadre administratif;Majeure
19/9/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Chirurgie cardiaque pédiatrique;Tout le service;Cadre de santé-cadre administratif;Majeure
19/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Chirurgie cardiaque pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
19/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
20/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation & Réanimation adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
14/9/2009;C - Vie hospitalière;panne ou perte de matériel;I;Radiologie adultes;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
16/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;I;Radiologie adultes;Office alimentaire;Cadre de santé-cadre administratif;Majeure
21/9/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
21/9/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Chirurgie viscérale;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Mineure
21/9/2009;D - Vigilances;Infectiovigilance;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Majeure
20/9/2009;A - Activités médicales et de soins;autre (à préciser);A;Urologie;Salle d'opération/salle de réveil;Médecin;Majeure
21/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Maternité site Necker;Consultations - radio - salle d'examens;Sage femme;Majeure
22/9/2009;D - Vigilances;matériovigilance;R;Réanimation Pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
20/9/2009;D - Vigilances;matériovigilance;R;Réanimation Pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
22/9/2009;A - Activités médicales et de soins;autre (à préciser);P;Unité d'Immunologie et d'Hématologie pédiatriques;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Modérée
21/9/2009;C - Vie hospitalière;restauration;P;Hôpital de jour multidisciplinaire;Office alimentaire;Aide-soignant-ASH;Modérée
22/9/2009;D - Vigilances;matériovigilance;R;Réanimation Pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
23/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
23/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Ophtalmologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
22/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
23/9/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Brancardage;Ascenseur;Aide-soignant-ASH;Modérée
22/9/2009;A - Activités médicales et de soins;complication liée aux soins;M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Modérée
23/9/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Autre lieu professionnel;Personnel administratif;Modérée
18/9/2009;A - Activités médicales et de soins;autre (à préciser);A;Urologie;Chambre;Cadre de santé-cadre administratif;Modérée
23/9/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Office alimentaire;Cadre de santé-cadre administratif;Majeure
18/9/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
24/9/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction de la logistique et des achats;Bureaux - locaux administratifs - archives;Personnel administratif;Majeure
24/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Chirurgie cardiaque pédiatrique;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Modérée
18/9/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Chambre;Cadre de santé-cadre administratif;Majeure
24/9/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
24/9/2009;C - Vie hospitalière;restauration;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
25/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
25/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
25/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;B;Pharmacie;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
25/9/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Autre lieu de soins;Aide-soignant-ASH;Mineure
25/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Autre lieu commun;Cadre de santé-cadre administratif;Mineure
25/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Cadre de santé-cadre administratif;Modérée
27/9/2009;C - Vie hospitalière;restauration;P;Pédiatrie Générale;Office alimentaire;Aide-soignant-ASH;Modérée
28/9/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Cardiologie Pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
21/9/2009;C - Vie hospitalière;panne ou perte de matériel;M;ORL;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de santé-cadre administratif;Mineure
28/9/2009;D - Vigilances;matériovigilance;Q;Chirurgie cardiaque pédiatrique;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Modérée
27/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
28/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Toilettes/douche destinés aux patients;Cadre de santé-cadre administratif;Modérée
28/9/2009;D - Vigilances;matériovigilance;P;Activité pédiatrique ambulatoire;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
26/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Poste de soins;Cadre de santé-cadre administratif;Modérée
28/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
20/9/2009;A - Activités médicales et de soins;autre (à préciser);P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
29/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Bureaux - locaux administratifs - archives;Infirmier-infirmier spécialisé-puéricultrice;Modérée
29/9/2009;C - Vie hospitalière;restauration;M;Chirurgie viscérale;Office alimentaire;Cadre de santé-cadre administratif;Modérée
29/9/2009;D - Vigilances;matériovigilance;A;Infectiologie;Magasin - lingerie;Infirmier-infirmier spécialisé-puéricultrice;Mineure
30/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation & Réanimation adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
29/9/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
28/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;I;Radiologie pédiatrie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
29/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
25/9/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;B;Histo-Embryologie-Cytogénétique;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
7/7/2009;D - Vigilances;biovigilance;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Mineure
29/9/2009;C - Vie hospitalière;Incidents liés aux chantiers;P;Activité pédiatrique ambulatoire;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
30/9/2009;C - Vie hospitalière;autre (à préciser);Q;Maternité site Necker;Bureaux - locaux administratifs - archives;Infirmier-infirmier spécialisé-puéricultrice;Majeure
30/9/2009;C - Vie hospitalière;panne ou perte de matériel;A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
30/9/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Chambre;Cadre de santé-cadre administratif;Mineure
30/9/2009;C - Vie hospitalière;salubrité-propreté des locaux;M;ORL;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
30/9/2009;C - Vie hospitalière;panne ou perte de matériel;M;Néphrologie pédiatrique;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
30/9/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Cardiologie Pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
30/9/2009;A - Activités médicales et de soins;autre (à préciser);B;Anatomie & cytologie pathologiques;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
30/9/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;A;Transplantation & Réanimation adultes;Chambre;Médecin;Modérée
1/10/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Cardiologie Pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
30/9/2009;C - Vie hospitalière;panne ou perte de matériel;B;Biochimie A;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Majeure
1/10/2009;A - Activités médicales et de soins;autre (à préciser);P;Pneumologie - Allergologie pédiatrique;Autre lieu de soins;Cadre de santé-cadre administratif;Mineure
1/10/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Pédiatrie Générale;Laboratoires - pharmacie;Pharmacien;Modérée
1/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Salle d'attente-hall - caisse - accueil;Secrétaire-agent administratif;Majeure
2/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction de la logistique et des achats;Parking - cour - jardin;Ouvrier-agent technique;Mineure
2/10/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Toilettes/douche destinés aux patients;Aide-soignant-ASH;Modérée
4/10/2009;C - Vie hospitalière;panne ou perte de matériel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Toilettes/douche destinés aux patients;Infirmier-infirmier spécialisé-puéricultrice;Mineure
5/10/2009;C - Vie hospitalière;panne ou perte de matériel;M;Chirurgie viscérale;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
4/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Urologie;Tout le service;Cadre de santé-cadre administratif;Modérée
5/10/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Pneumologie - Allergologie pédiatrique;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
6/10/2009;A - Activités médicales et de soins;complication liée aux soins;A;Urologie;Chambre;Cadre de santé-cadre administratif;Majeure
6/10/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
2/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Néphrologie adulte;Chambre;Cadre de santé-cadre administratif;Modérée
4/9/2009;C - Vie hospitalière;panne ou perte de matériel;I;Radiologie pédiatrie;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
6/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Maternité site Necker;Salle à manger-salle TV - salle de jeux...;Infirmier-infirmier spécialisé-puéricultrice;Mineure
7/10/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
6/10/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Q;Maternité site Necker;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
6/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Vestiaire;Cadre de santé-cadre administratif;Mineure
7/10/2009;B - Organisation des soins - Relations avec le patient;transport de patient;A;Ophtalmologie;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
6/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Chirurgie cardiaque pédiatrique;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Modérée
7/10/2009;C - Vie hospitalière;restauration;P;Pneumologie - Allergologie pédiatrique;;Aide-soignant-ASH;Majeure
5/10/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Catastrophique
7/10/2009;B - Organisation des soins - Relations avec le patient;erreur d'identification;P;Unité d'Immunologie et d'Hématologie pédiatriques;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Majeure
8/10/2009;A - Activités médicales et de soins;dossier médical et de soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Catastrophique
8/10/2009;C - Vie hospitalière;panne ou perte de matériel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Majeure
8/10/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Autre lieu commun;Aide-soignant-ASH;Mineure
8/10/2009;B - Organisation des soins - Relations avec le patient;transport de patient;A;Néphrologie adulte;Chambre;Cadre de santé-cadre administratif;Majeure
8/10/2009;C - Vie hospitalière;magasin;R;Anesthésie-Réanimation;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
8/10/2009;D - Vigilances;matériovigilance;M;Chirurgie orthopédique pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
7/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Tout le service;Cadre de santé-cadre administratif;Mineure
3/10/2009;C - Vie hospitalière;panne ou perte de matériel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
9/10/2009;A - Activités médicales et de soins;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Modérée
6/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie viscérale;Vestiaire;Cadre de santé-cadre administratif;Mineure
8/10/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Majeure
9/10/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Chirurgie viscérale;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
9/10/2009;A - Activités médicales et de soins;complication liée aux soins;M;Neuro-chirurgie;Chambre;Cadre de santé-cadre administratif;Modérée
9/10/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Pédiatrie Générale;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Modérée
10/10/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
11/10/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
12/10/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction des soins;Chambre;Cadre de santé-cadre administratif;Modérée
12/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;Z;Direction des soins;Chambre;Cadre de santé-cadre administratif;Majeure
6/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Locaux des services techniques;Ouvrier-agent technique;Majeure
12/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Autre lieu professionnel;Ouvrier-agent technique;Catastrophique
12/10/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
12/10/2009;A - Activités médicales et de soins;complication liée aux soins;P;Pédiatrie Générale;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
13/10/2009;D - Vigilances;matériovigilance;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
12/10/2009;D - Vigilances;matériovigilance;R;CUDR;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Mineure
13/10/2009;C - Vie hospitalière;panne ou perte de matériel;P;Pneumologie - Allergologie pédiatrique;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
13/10/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Unité d'Immunologie et d'Hématologie pédiatriques;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Mineure
13/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;Réanimation Pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Secrétaire-agent administratif;Modérée
13/10/2009;D - Vigilances;matériovigilance;R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
13/10/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Direction des finances et de la recherche;;Personnel administratif;Majeure
13/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Urologie;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Catastrophique
13/10/2009;C - Vie hospitalière;panne ou perte de matériel;A;Urologie;Ascenseur;Infirmier-infirmier spécialisé-puéricultrice;Mineure
14/10/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
13/10/2009;C - Vie hospitalière;autre (à préciser);Z;Services techniques;Chambre;Ouvrier-agent technique;Mineure
14/10/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);Z;Restauration;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
14/10/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Brancardage;Ascenseur;Aide-soignant-ASH;Mineure
14/10/2009;B - Organisation des soins - Relations avec le patient;transport de patient;A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
14/10/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Gastroentérologie & nutrition pédiatriques;Autre lieu commun;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/10/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
15/10/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Archives;;Aide-soignant-ASH;Majeure
15/10/2009;C - Vie hospitalière;autre (à préciser);Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
15/10/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des finances et de la recherche;Self du personnel;Secrétaire-agent administratif;Majeure
13/10/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Cadre de santé-cadre administratif;Majeure
16/10/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Chirurgie cardiaque pédiatrique;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Majeure
