date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
1/7/2008;A - Activites medicales et de soins;autre A;P;Unite d Immunologie et d Hematologie pediatriques;Autre lieu de soins;Infirmier-infirmier specialise-puericultrice;Majeure
1/7/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
1/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;CUDR;Salle d attente-hall - caisse - accueil;Cadre de sante-cadre administratif;Majeure
1/7/2008;B - Organisation des soins - Relations avec le patient;autre B;I;Radiologie adulte;Consultations - radio - salle d examens;Medecin;Majeure
30/6/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Services techniques;Locaux des services techniques;Ouvrier-agent technique;Majeure
2/7/2008;D - Vigilances;materiovigilance;A;Biotherapie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
20/5/2008;D - Vigilances;biovigilance;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
3/7/2008;C - Vie hospitaliere;restauration;P;Unite d Immunologie et d Hematologie pediatriques;Office alimentaire;Aide-soignant-ASH;Majeure
2/7/2008;B - Organisation des soins - Relations avec le patient;deprogrammation d acte(s);R;Anesthesie-Reanimation;Salle d operation/salle de reveil;Medecin;Majeure
3/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des investissements;Autre lieu commun;Ingenieur-responsable des services techniques;Moderee
3/7/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Hematologie clinique adultes;Ascenseur;Cadre de sante-cadre administratif;Moderee
18/6/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Chirurgie cardiaque pediatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
1/7/2008;B - Organisation des soins - Relations avec le patient;deprogrammation d acte(s);Q;Cardiologie pediatrique;Autre lieu professionnel;Infirmier-infirmier specialise-puericultrice;Moderee
3/7/2008;C - Vie hospitaliere;restauration;M;Chirurgie orthopedique pediatrique;Tout le service;Infirmier-infirmier specialise-puericultrice;Mineure
3/7/2008;A - Activites medicales et de soins;complication liee aux soins;Q;Cardiologie pediatrique;Chambre;Cadre de sante-cadre administratif;Mineure
4/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;Q;Maternite;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
4/7/2008;D - Vigilances;biovigilance;A;Hematologie clinique adultes;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
4/7/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Urologie;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
3/7/2008;C - Vie hospitaliere;autre C;P;Hopital de jour multidisciplinaire;Office alimentaire;Infirmier-infirmier specialise-puericultrice;Moderee
7/7/2008;C - Vie hospitaliere;autre C;Z;Services techniques;Chambre;Ingenieur-responsable des services techniques;Majeure
8/7/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Cadre de sante-cadre administratif;Majeure
8/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Pharmacie;Ascenseur;Cadre de sante-cadre administratif;Moderee
8/7/2008;C - Vie hospitaliere;autre C;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
3/7/2008;D - Vigilances;materiovigilance;A;Biotherapie;Poste de soins;Infirmier-infirmier specialise-puericultrice;Mineure
8/7/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Circulation : couloir - escalier - galerie - passerelle...;Technicien-manipulateur-preparateur;Moderee
10/7/2008;B - Organisation des soins - Relations avec le patient;erreur d identification;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Insignifiante
11/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Anatomie  et cytologie pathologiques;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
11/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
25/6/2008;C - Vie hospitaliere;autre C;Z;Direction strategie, qualite;Bureaux - locaux administratifs - archives;Medecin;Moderee
11/7/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Hematologie clinique adultes;Locaux des services techniques;Cadre de sante-cadre administratif;Mineure
11/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Laboratoire d hematologie;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Moderee
15/7/2008;D - Vigilances;biovigilance;A;Hematologie clinique adultes;Chambre;Cadre de sante-cadre administratif;Majeure
11/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Catastrophique
11/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
16/7/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;B;Sterilisation;Bureaux - locaux administratifs - archives;Pharmacien;Moderee
16/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Cardiologie pediatrique;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
15/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Cardiologie pediatrique;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
12/7/2008;A - Activites medicales et de soins;complication liee aux soins;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Cadre de sante-cadre administratif;Moderee
16/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Unite d Immunologie et d Hematologie pediatriques;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
1/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
16/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Laboratoire d hematologie;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
17/7/2008;B - Organisation des soins - Relations avec le patient;transport de patient;R;Anesthesie-Reanimation;Chambre;Medecin;Majeure
17/7/2008;A - Activites medicales et de soins;autre A;Z;Securite generale, accueil, standard;Autre lieu professionnel;Personnel administratif;Majeure
5/6/2008;D - Vigilances;biovigilance;Z;Direction strategie, qualite;Chambre;Personnel administratif;Moderee
10/7/2008;D - Vigilances;biovigilance;Z;Direction strategie, qualite;Tout l hopital;Personnel administratif;Moderee
10/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;B;Anatomie  et cytologie pathologiques;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
16/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Ascenseur;Cadre de sante-cadre administratif;Majeure
17/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
18/7/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
19/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier specialise-puericultrice;Insignifiante
21/7/2008;D - Vigilances;biovigilance;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Majeure
21/7/2008;B - Organisation des soins - Relations avec le patient;autre B;B;Chambre mortuaire;Poste de soins;Infirmier-infirmier specialise-puericultrice;Moderee
21/7/2008;C - Vie hospitaliere;autre C;A;Urologie;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Majeure
21/7/2008;C - Vie hospitaliere;panne ou perte de materiel;M;ORL;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Mineure
1/7/2008;D - Vigilances;materiovigilance;R;Anesthesie-Reanimation;Salle d operation/salle de reveil;Medecin;Insignifiante
18/7/2008;A - Activites medicales et de soins;dossier medical et de soins;A;Infectiologie;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de sante-cadre administratif;Majeure
22/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Maternite;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Mineure
23/7/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Catastrophique
23/7/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Catastrophique
23/7/2008;C - Vie hospitaliere;incidents lies aux chantiers;Z;Securite incendie;Vestiaire;Personnel administratif;Majeure
18/7/2008;D - Vigilances;biovigilance;B;Laboratoire d immunologie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Moderee
9/7/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Direction de la logistique et des achats;Bureaux - locaux administratifs - archives;Personnel administratif;Mineure
25/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;M;Chirurgie viscerale;Consultations - radio - salle d examens;Personnel administratif;Moderee
27/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Chirurgie orthopedique pediatrique;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier specialise-puericultrice;Insignifiante
28/7/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
28/7/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
28/7/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
28/7/2008;D - Vigilances;materiovigilance;A;Nephrologie adulte;Autre lieu professionnel;Cadre de sante-cadre administratif;Majeure
31/7/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Insignifiante
31/7/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Personnel administratif;Majeure
30/7/2008;D - Vigilances;infectiovigilance;A;Biotherapie;Laboratoires - pharmacie;Technicien-manipulateur-preparateur;Moderee
30/7/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;Q;Chirurgie cardiaque pediatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
31/7/2008;B - Organisation des soins - Relations avec le patient;autre B;R;SAMU SMUR;Tout le service;Infirmier-infirmier specialise-puericultrice;Moderee
25/7/2008;C - Vie hospitaliere;autre C;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Personnel administratif;Mineure
1/8/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Chirurgie viscerale;Autre lieu commun;Infirmier-infirmier specialise-puericultrice;Moderee
2/8/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
4/8/2008;A - Activites medicales et de soins;complication liee aux soins;M;Gastroenterologie  et nutrition pediatriques;Chambre;Aide-soignant-ASH;Moderee
4/8/2008;A - Activites medicales et de soins;circuit medicaments - dispositifs medicaux steriles;R;Anesthesie-Reanimation;Salle d operation/salle de reveil;Cadre de sante-cadre administratif;Mineure
2/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;Z;Securite incendie;Autre lieu professionnel;Personnel administratif;Majeure
5/8/2008;D - Vigilances;materiovigilance;P;Hopital de jour multidisciplinaire;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
5/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;R;CUDR;Salle d attente-hall - caisse - accueil;Infirmier-infirmier specialise-puericultrice;Majeure
5/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;M;Chirurgie orthopedique pediatrique;Chambre;Cadre de sante-cadre administratif;Mineure
6/8/2008;D - Vigilances;materiovigilance;P;Hopital de jour multidisciplinaire;Salle d operation/salle de reveil;Infirmier-infirmier specialise-puericultrice;Moderee
6/8/2008;A - Activites medicales et de soins;autre A;M;Chirurgie viscerale;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Mineure
7/8/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
6/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;Z;Securite incendie;Toilettes/douche destines aux patients;Personnel administratif;Majeure
7/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Securite incendie;Autre lieu professionnel;Personnel administratif;Majeure
7/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction de la logistique et des achats;Bureaux - locaux administratifs - archives;Personnel administratif;Moderee
16/3/2008;B - Organisation des soins - Relations avec le patient;autre B;Z;Direction des finances et de la recherche;Consultations - radio - salle d examens;Personnel administratif;Mineure
7/8/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;Q;Chirurgie cardiaque pediatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
7/8/2008;C - Vie hospitaliere;autre C;P;Hopital de jour multidisciplinaire;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
8/8/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Biochimie B;Ascenseur;Technicien-manipulateur-preparateur;Moderee
8/8/2008;D - Vigilances;hemovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de sante-cadre administratif;Moderee
12/8/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pediatrie generale;Autre lieu commun;Cadre de sante-cadre administratif;Moderee
12/8/2008;C - Vie hospitaliere;autre C;Z;Direction de la logistique et des achats;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Majeure
12/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;P;Hopital de jour multidisciplinaire;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
12/8/2008;D - Vigilances;materiovigilance;M;Chirurgie orthopedique pediatrique;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
12/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Direction strategie, qualite;Parking - cour - jardin;Personnel administratif;Mineure
12/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Tout le service;Cadre de sante-cadre administratif;Majeure
13/8/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Poste de soins;Infirmier-infirmier specialise-puericultrice;Moderee
10/8/2008;D - Vigilances;hemovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
14/8/2008;D - Vigilances;materiovigilance;A;Transplantation  et Reanimation adultes;Chambre;Medecin;Moderee
14/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Catastrophique
17/8/2008;D - Vigilances;materiovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Majeure
15/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Securite incendie;Office alimentaire;Ouvrier-agent technique;Moderee
18/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Tout le service;Cadre de sante-cadre administratif;Moderee
18/8/2008;C - Vie hospitaliere;autre C;M;Nephrologie pediatrique;Chambre;Cadre de sante-cadre administratif;Mineure
19/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;P;Pneumologie - Allergologie pediatrique;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Majeure
19/8/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Toilettes/douche destines aux patients;Infirmier-infirmier specialise-puericultrice;Moderee
18/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;P;Pedopsychiatrie;Bureaux - locaux administratifs - archives;Secretaire-agent administratif;Moderee
19/8/2008;C - Vie hospitaliere;autre C;Z;Direction strategie, qualite;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
19/8/2008;C - Vie hospitaliere;transport logistique;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Aide-soignant-ASH;Majeure
4/8/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Gastroenterologie  et nutrition pediatriques;Chambre;Cadre de sante-cadre administratif;Moderee
19/8/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Direction strategie, qualite;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Moderee
31/7/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Direction des soins;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Mineure
18/8/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Bacteriologie-Virologie;Bureaux - locaux administratifs - archives;Medecin;Majeure
21/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Services techniques;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
21/8/2008;D - Vigilances;materiovigilance;R;CUDR;Consultations - radio - salle d examens;Cadre de sante-cadre administratif;Majeure
21/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Bacteriologie-Virologie;Toilettes;Cadre de sante-cadre administratif;Majeure
21/8/2008;B - Organisation des soins - Relations avec le patient;autre B;M;Chirurgie viscerale;Tout le service;Infirmier-infirmier specialise-puericultrice;Majeure
21/8/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Anatomie  et cytologie pathologiques;Non precise;Cadre de sante-cadre administratif;Moderee
22/8/2008;C - Vie hospitaliere;autre C;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Mineure
24/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Chirurgie cardiaque pediatrique;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
23/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Restauration;Vestiaire;Ouvrier-agent technique;Moderee
25/8/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pneumologie - Allergologie pediatrique;Ascenseur;Cadre de sante-cadre administratif;Majeure
25/6/2008;B - Organisation des soins - Relations avec le patient;transport de patient;B;Chambre mortuaire;Tout le service;Infirmier-infirmier specialise-puericultrice;Moderee
25/8/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation  et Reanimation adultes;Toilettes/douche destines aux patients;Infirmier-infirmier specialise-puericultrice;Moderee
21/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;B;Bacteriologie-Virologie;Locaux poubelles/dechets;Aide-soignant-ASH;Moderee
22/8/2008;D - Vigilances;materiovigilance;A;Infectiologie;Poste de soins;Cadre de sante-cadre administratif;Mineure
25/8/2008;B - Organisation des soins - Relations avec le patient;difficulte hospitalisation ou transfert;Z;Direction des soins;Loge - barriere;Cadre de sante-cadre administratif;Majeure
25/8/2008;C - Vie hospitaliere;autre C;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Mineure
25/8/2008;C - Vie hospitaliere;autre C;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Mineure
26/8/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Ophtalmologie;Ascenseur;Cadre de sante-cadre administratif;Moderee
26/8/2008;D - Vigilances;materiovigilance;A;Transplantation  et Reanimation adultes;Chambre;Medecin;Mineure
25/8/2008;A - Activites medicales et de soins;circuit medicaments - dispositifs medicaux steriles;P;Unite d Immunologie et d Hematologie pediatriques;Autre lieu professionnel;Infirmier-infirmier specialise-puericultrice;Mineure
26/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;A;Biotherapie;Locaux poubelles/dechets;Technicien-manipulateur-preparateur;Mineure
26/8/2008;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation  et Reanimation adultes;Chambre;Aide-soignant-ASH;Moderee
26/8/2008;C - Vie hospitaliere;autre C;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Mineure
26/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Services techniques;Autre lieu professionnel;Ingenieur-responsable des services techniques;Moderee
27/8/2008;C - Vie hospitaliere;transport logistique;P;Pneumologie - Allergologie pediatrique;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Majeure
27/8/2008;B - Organisation des soins - Relations avec le patient;autre B;R;CUDR;Tout le service;Aide-soignant-ASH;Moderee
28/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;B;Biochimie B;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Mineure
28/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Majeure
27/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;A;Hematologie clinique adultes;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
28/8/2008;A - Activites medicales et de soins;complication liee aux soins;P;Neurologie- metabolisme-endocrinologie-diabetologie pediatrique;Chambre;Cadre de sante-cadre administratif;Moderee
28/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Majeure
29/8/2008;C - Vie hospitaliere;incidents lies aux chantiers;P;Unite d Immunologie et d Hematologie pediatriques;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Majeure
29/8/2008;B - Organisation des soins - Relations avec le patient;perte ou bris de prothese;A;Transplantation  et Reanimation adultes;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
28/8/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Cardiologie pediatrique;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Mineure
29/8/2008;B - Organisation des soins - Relations avec le patient;autre B;A;Hematologie clinique adultes;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
29/8/2008;C - Vie hospitaliere;panne ou perte de materiel;B;Biochimie A;Tout le service;Cadre de sante-cadre administratif;Majeure
30/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;P;Pneumologie - Allergologie pediatrique;Locaux poubelles/dechets;Cadre de sante-cadre administratif;Majeure
30/8/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Pneumologie - Allergologie pediatrique;Ascenseur;Cadre de sante-cadre administratif;Majeure
26/8/2008;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Infectiologie;Chambre;Infirmier-infirmier specialise-puericultrice;Mineure
31/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Majeure
29/8/2008;C - Vie hospitaliere;autre C;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Mineure
31/8/2008;C - Vie hospitaliere;salubrite-proprete des locaux;P;Pneumologie - Allergologie pediatrique;Autre lieu professionnel;Cadre de sante-cadre administratif;Majeure
31/8/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Bloc operatoire du pole;Ascenseur;Infirmier-infirmier specialise-puericultrice;Majeure
30/8/2008;C - Vie hospitaliere;panne ou perte de materiel;P;Unite d Immunologie et d Hematologie pediatriques;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
2/9/2008;B - Organisation des soins - Relations avec le patient;transport de patient;A;Infectiologie;Circulation : couloir - escalier - galerie - passerelle...;Cadre de sante-cadre administratif;Moderee
2/9/2008;D - Vigilances;hemovigilance;P;Unite d Immunologie et d Hematologie pediatriques;Chambre;Infirmier-infirmier specialise-puericultrice;Moderee
2/9/2008;B - Organisation des soins - Relations avec le patient;autre B;P;Pediatrie generale;Consultations - radio - salle d examens;Infirmier-infirmier specialise-puericultrice;Moderee
3/9/2008;B - Organisation des soins - Relations avec le patient;erreur d identification;P;Pneumologie - Allergologie pediatrique;Tout l hopital;Cadre de sante-cadre administratif;Moderee
1/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Chirurgie cardiaque pediatrique;Vestiaire;Infirmier-infirmier specialise-puericultrice;Moderee
3/7/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
3/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des finances et de la recherche;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Moderee
4/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;A;Ophtalmologie;Chambre;Aide-soignant-ASH;Majeure
4/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;B;Explorations fonctionnelles-physiologie;Vestiaire;Cadre de sante-cadre administratif;Mineure
4/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;M;ORL;Vestiaire;Cadre de sante-cadre administratif;Majeure
4/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;B;Anatomie  et cytologie pathologiques;Vestiaire;Cadre de sante-cadre administratif;Moderee
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;M;Bloc CCI;Ascenseur;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Ophtalmologie;Autre lieu professionnel;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Brancardage;Chambre;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Brancardage;Chambre;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;Z;Brancardage;Salle d operation/salle de reveil;Cadre de sante-cadre administratif;Majeure
5/9/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Infectiologie;Ascenseur;Cadre de sante-cadre administratif;Majeure
8/9/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Infectiologie;Ascenseur;Cadre de sante-cadre administratif;Majeure
3/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Q;Chirurgie cardiaque pediatrique;Vestiaire;Cadre de sante-cadre administratif;Majeure
7/9/2008;A - Activites medicales et de soins;circuit medicaments - dispositifs medicaux steriles;P;Unite d Immunologie et d Hematologie pediatriques;Laboratoires - pharmacie;Cadre de sante-cadre administratif;Majeure
9/9/2008;C - Vie hospitaliere;vol ou agression ou degradation ou securite incendie;Z;Direction des soins;Autre lieu professionnel;Cadre de sante-cadre administratif;Moderee
3/9/2008;C - Vie hospitaliere;panne ou perte de materiel;A;Ophtalmologie;Bureaux - locaux administratifs - archives;Cadre de sante-cadre administratif;Majeure
